,author,author_id,average_rating,book_id,ratings_count,title,title_query,title_match,gender,num_pages
796,Lauren Kate,2905297.0,4.03,12716010.0,94598.0,RAPTURE,RAPTURE,True,female,466
797,Jennifer Chiaverini,11630.0,3.71,22571509.0,2796.0,MRS. GRANT AND MADAME JULE,MRS. GRANT AND MADAME JULE,True,female,386
798,E. Lockhart,173491.0,3.84,16143347.0,372904.0,THE LIAR,THE LIAR,True,,
799,Arundhati Roy,6134.0,3.47,32388712.0,19913.0,THE MINISTRY OF UTMOST HAPPINESS,THE MINISTRY OF UTMOST HAPPINESS,True,None,464
800,Greg Iles,19696.0,4.44,31139037.0,14840.0,MISSISSIPPI BLOOD,MISSISSIPPI BLOOD,True,male,704
801,Nora Roberts,625.0,4.26,36425796.0,18066.0,SHELTER IN PLACE,SHELTER IN PLACE,True,female,438
802,Matthew Reilly,83714.0,4.22,144789.0,14361.0,THE SCARECROW,THE SCARECROW,True,,
803,Mary Kay Andrews,21387.0,3.89,41014681.0,17868.0,THE FIXER UPPER,THE FIXER UPPER,True,None,436
804,James Patterson,3780.0,3.23,32603500.0,6571.0,THE STORE,THE STORE,True,male,None
805,Clive Cussler,18411.0,4.03,11280465.0,5912.0,DEVIL'S GATE,DEVIL'S GATE,True,male,474
806,Sarah Waters,25334.0,3.4,20821087.0,62554.0,THE PAYING GUESTS,THE PAYING GUESTS,True,female,564
807,Terry Brooks,9629.0,3.86,26891431.0,2154.0,THE SORCERER'S DAUGHTER,THE SORCERER'S DAUGHTER,True,male,334
808,Kim Edwards,6876.0,3.18,9213976.0,11965.0,THE LAKE OF DREAMS,THE LAKE OF DREAMS,True,None,377
809,Linda Castillo,54958.0,4.19,26031833.0,7641.0,AMONG THE WICKED,AMONG THE WICKED,True,female,10
810,Kathy Reichs,26372.0,3.99,19322169.0,13616.0,BONES NEVER LIE,BONES NEVER LIE,True,female,336
811,Daniel Silva,29085.0,4.11,16248078.0,24103.0,THE ENGLISH GIRL,THE ENGLISH GIRL,True,None,
812,John Darnielle,1029937.0,3.24,29939268.0,10264.0,UNIVERSAL HARVESTER,UNIVERSAL HARVESTER,True,male,
813,J.P. Delaney,14719991.0,3.69,28016509.0,86177.0,THE GIRL BEFORE,THE GIRL BEFORE,True,None,341
814,James Patterson,3780.0,3.32,31934048.0,3325.0,TWO FROM THE HEART,TWO FROM THE HEART,True,male,
815,Philip Roth,463.0,3.71,3015764.0,12715.0,INDIGNATION,INDIGNATION,True,male,233
816,Adriana Trigiani,9219.0,3.49,24723249.0,9617.0,ALL THE STARS IN THE HEAVENS,ALL THE STARS IN THE HEAVENS,True,female,
817,Matthew Quick,1251730.0,4.0,13539044.0,138466.0,QUICK,QUICK,True,male,289
818,Tom Sharpe,33017.0,4.1,58514.0,2242.0,INDECENT EXPOSURE,INDECENT EXPOSURE,True,male,247
819,Dorothea Benton Frank,36935.0,3.68,16248139.0,15072.0,THE LAST ORIGINAL WIFE,THE LAST ORIGINAL WIFE,True,female,
820,Kathy Reichs,26372.0,3.91,7189177.0,19809.0,SPIDER BONES,SPIDER BONES,True,female,306
821,David Weber,10517.0,4.11,2381756.0,6751.0,BY SCHISM RENT ASUNDER,BY SCHISM RENT ASUNDER,True,male,510
822,Nora Roberts,625.0,3.83,22729746.0,4676.0,NIGHT MOVES,NIGHT MOVES,True,female,
823,Glennon Doyle Melton,4175328.0,4.08,31845516.0,37567.0,WARRIORS,WARRIORS,True,None,272
824,Randy Wayne White,27932.0,3.69,30850853.0,1493.0,MANGROVE LIGHTNING,MANGROVE LIGHTNING,True,male,
825,Jeffrey Archer,4820.0,4.16,25671861.0,21757.0,COMETH THE HOUR,COMETH THE HOUR,True,male,404
826,Richard Paul Evans,46097.0,4.23,12275907.0,9690.0,THE ROAD TO GRACE,THE ROAD TO GRACE,True,male,234
827,David Baldacci,9291.0,4.18,29467945.0,30038.0,NO MAN'S LAND,NO MAN'S LAND,True,male,656
828,Anne Bishop,26897.0,4.27,21457243.0,23792.0,VISION IN SILVER,VISION IN SILVER,True,female,400
829,John Milton,9876.0,3.81,15997.0,115481.0,IN PARADISE,IN PARADISE,True,,
830,James Luceno,9346.0,3.83,3545495.0,3966.0,MILLENNIUM FALCON,MILLENNIUM FALCON,True,male,
831,Jane Austen,1265.0,3.99,6969.0,557300.0,EMMA,EMMA,True,female,474
832,Stanisław Lem,10991.0,4.18,251633.0,4928.0,INVINCIBLE,INVINCIBLE,True,male,None
833,Anita Shreve,3530.0,3.56,3121162.0,26204.0,TESTIMONY,TESTIMONY,True,female,
834,Jim Butcher,10746.0,4.18,24876258.0,32219.0,THE AERONAUT'S WINDLASS,THE AERONAUT'S WINDLASS,True,male,630
835,Janet Evanovich,2384.0,3.78,17908462.0,51009.0,TAKEDOWN TWENTY,TAKEDOWN TWENTY,True,female,
836,Haruki Murakami,3354.0,3.82,9557.0,89403.0,SWEETHEART,SWEETHEART,True,male,229
837,Philippa Gregory,9987.0,3.97,12326644.0,33684.0,THE KINGMAKER'S DAUGHTER,THE KINGMAKER'S DAUGHTER,True,female,417
838,Clive Cussler,18411.0,4.0,30763910.0,3427.0,THE CUTTHROAT,THE CUTTHROAT,True,male,393
839,Claudia Gray,1192311.0,4.06,27209239.0,15373.0,STAR WARS: BLOODLINE,STAR WARS: BLOODLINE,True,,
840,David Baldacci,9291.0,4.01,7277715.0,22876.0,DELIVER US FROM EVIL,DELIVER US FROM EVIL,True,male,406
841,Charles Todd,131.0,3.82,15776723.0,3176.0,PROOF OF GUILT,PROOF OF GUILT,True,,
842,Karin Slaughter,12504.0,4.14,33230889.0,69343.0,THE GOOD DAUGHTER,THE GOOD DAUGHTER,True,,
843,Tom Rachman,3066198.0,3.54,6834410.0,43974.0,THE IMPERFECTIONISTS,THE IMPERFECTIONISTS,True,,
844,Daniel Silva,29085.0,4.26,93796.0,19412.0,THE SECRET SERVANT,THE SECRET SERVANT,True,None,385
845,Jon Baird,1530227.0,3.31,25363511.0,1088.0,THE EXPLORERS GUILD,THE EXPLORERS GUILD,True,None,770
846,Stephen Hunter,12546.0,3.85,13547517.0,3685.0,THE THIRD BULLET,THE THIRD BULLET,True,male,
847,Stuart Woods,3936.0,3.87,7116365.0,7527.0,LUCID INTERVALS,LUCID INTERVALS,True,male,
848,James Rollins,38809.0,4.02,29100224.0,8408.0,THE SEVENTH PLAGUE,THE SEVENTH PLAGUE,True,male,425
849,Nancy Taylor Rosenberg,133686.0,3.81,1394519.0,723.0,ABUSE OF POWER,ABUSE OF POWER,True,,
850,Danielle Steel,14255.0,3.76,18104697.0,5954.0,POWER PLAY,POWER PLAY,True,female,339
851,Brad Thor,5088.0,4.21,27274418.0,9822.0,FOREIGN AGENT,FOREIGN AGENT,True,male,
852,Nick Hornby,2929.0,3.48,6224826.0,38127.0,"JULIET, NAKED","JULIET, NAKED",True,male,
853,Colm Tóibín,1351903.0,3.65,4954833.0,80346.0,BROOKLYN,BROOKLYN,True,male,262
854,B.A. Paris,14425604.0,3.9,31450633.0,54049.0,BREAKDOWN,BREAKDOWN,True,None,328
855,Brian Herbert,56.0,3.88,17910044.0,2351.0,MENTATS OF DUNE,MENTATS OF DUNE,True,male,448
856,Sandra Brown,6218.0,4.04,20454672.0,37287.0,MEAN STREAK,MEAN STREAK,True,female,
857,Bernard Cornwell,12542.0,4.4,25394440.0,11359.0,WARRIORS OF THE STORM,WARRIORS OF THE STORM,True,None,320
858,Luo Guanzhong,5847865.0,4.41,158770.0,3327.0,THE THIRD KINGDOM,THE THIRD KINGDOM,True,,
859,John Irving,3075.0,3.75,6323821.0,22446.0,LAST NIGHT IN TWISTED RIVER,LAST NIGHT IN TWISTED RIVER,True,male,554
860,James Rollins,38809.0,4.24,21025373.0,5006.0,BLOOD INFERNAL,BLOOD INFERNAL,True,male,
861,Tabitha Suzuma,599916.0,4.05,7600924.0,47992.0,FORBIDDEN,FORBIDDEN,True,female,418
862,William Kent Krueger,71170.0,4.16,9998825.0,4621.0,NORTHWEST ANGLE,NORTHWEST ANGLE,True,male,357
863,Joel C. Rosenberg,221833.0,4.22,35605702.0,3439.0,THE KREMLIN CONSPIRACY,THE KREMLIN CONSPIRACY,True,male,470
864,Lisa Scottoline,20258.0,3.64,9296438.0,23890.0,SAVE ME,SAVE ME,True,female,
865,Phil Klay,7114556.0,3.97,18114068.0,19985.0,REDEPLOYMENT,REDEPLOYMENT,True,male,288
866,Lev Grossman,142270.0,3.5,6101718.0,198461.0,THE MAGICIANS,THE MAGICIANS,True,male,402
867,Michael Connelly,12470.0,4.18,9681098.0,49963.0,THE FIFTH WITNESS,THE FIFTH WITNESS,True,male,
868,James Patterson,3780.0,4.02,28936152.0,14786.0,CROSS THE LINE,CROSS THE LINE,True,male,
869,Jackie Collins,49699.0,4.03,23014646.0,2694.0,THE SANTANGELOS,THE SANTANGELOS,True,female,544
870,Danielle Steel,14255.0,4.1,35518466.0,5436.0,ACCIDENTAL HEROES,ACCIDENTAL HEROES,True,female,None
871,Barbara Taylor Bradford,5353.0,3.46,12799561.0,1783.0,LETTER FROM A STRANGER,LETTER FROM A STRANGER,True,female,432
872,Jeffrey Archer,4820.0,4.05,12160906.0,44551.0,THE SINS OF THE FATHER,THE SINS OF THE FATHER,True,male,
873,J.A. Jance,3453636.0,4.11,18730147.0,5933.0,REMAINS OF INNOCENCE,REMAINS OF INNOCENCE,True,female,389
874,Richard A. Clarke,3462959.0,3.91,88667.0,4460.0,AGAINST ALL ENEMIES,AGAINST ALL ENEMIES,True,male,336
875,Jason  Matthews,6903512.0,3.97,15803037.0,35073.0,RED SPARROW,RED SPARROW,True,male,431
876,Sherrilyn Kenyon,4430.0,4.19,21858682.0,3484.0,BORN OF VENGEANCE,BORN OF VENGEANCE,True,None,406
877,Matt Ruff,40577.0,3.61,71845.0,8145.0,BAD MONKEY,BAD MONKEY,True,male,240
878,Philip Kerr,53936.0,4.12,11448085.0,4959.0,PRAGUE FATALE,PRAGUE FATALE,True,male,527
879,Jim Butcher,10746.0,4.36,2903736.0,52480.0,PRINCEPS' FURY,PRINCEPS' FURY,True,male,386
880,Stuart Woods,3936.0,3.88,9585131.0,7097.0,BEL-AIR DEAD,BEL-AIR DEAD,True,male,304
881,Emma Donoghue,23613.0,3.15,18295858.0,20994.0,FROG MUSIC,FROG MUSIC,True,female,416
882,Debbie Macomber,11349.0,3.79,17910542.0,12126.0,STARRY NIGHT,STARRY NIGHT,True,female,
883,Book*Sense,8136264.0,4.23,23929232.0,69.0,TOM CLANCY FULL FORCE AND EFFECT,TOM CLANCY FULL FORCE AND EFFECT,True,None,None
884,Jodi Picoult,7128.0,4.35,41021501.0,189024.0,SMALL GREAT THINGS,SMALL GREAT THINGS,True,female,510
885,Lisa Gardner,18282.0,4.06,15811495.0,25703.0,TOUCH AND GO,TOUCH AND GO,True,female,423
886,Jojo Moyes,281810.0,3.95,23359964.0,127840.0,ONE PLUS ONE,ONE PLUS ONE,True,female,
887,Yaa Gyasi,14493315.0,4.42,27071490.0,107127.0,HOMEGOING,HOMEGOING,True,female,320
888,Douglas Preston,12577.0,4.09,40884817.0,18847.0,COLD VENGEANCE,COLD VENGEANCE,True,male,
889,Orson Scott Card,589.0,4.31,9532.0,138329.0,THE SHADOWS,THE SHADOWS,True,male,469
890,J. Courtney Sullivan,486136.0,3.36,9923372.0,29305.0,MAINE,MAINE,True,None,388
891,Lauren Weisberger,3490.0,3.74,36373647.0,25285.0,WHEN LIFE GIVES YOU LULULEMONS,WHEN LIFE GIVES YOU LULULEMONS,True,female,
892,Paula McLain,290189.0,3.84,36529552.0,13685.0,LOVE AND RUIN,LOVE AND RUIN,True,female,
893,Paul Brickhill,62110.0,4.24,107406.0,7266.0,THE GREAT ESCAPE,THE GREAT ESCAPE,True,,
894,John Sandford,4610.0,4.19,13093001.0,18825.0,STOLEN PREY,STOLEN PREY,True,male,
895,Anita Shreve,3530.0,3.2,6413388.0,9785.0,A CHANGE IN ALTITUDE,A CHANGE IN ALTITUDE,True,female,307
896,Neil Gaiman,1221698.0,3.99,15783514.0,403518.0,THE OCEAN AT THE END OF THE LANE,THE OCEAN AT THE END OF THE LANE,True,male,181
897,Sherryl Woods,59446.0,4.14,11106413.0,3845.0,AN O'BRIEN FAMILY CHRISTMAS,AN O'BRIEN FAMILY CHRISTMAS,True,None,282
898,Alexander McCall Smith,4738.0,4.08,28588087.0,8126.0,PRECIOUS AND GRACE,PRECIOUS AND GRACE,True,male,
899,Sandra Brown,6218.0,3.95,6668592.0,11834.0,RAINWATER,RAINWATER,True,female,247
900,Joel C. Rosenberg,221833.0,4.33,18232495.0,11185.0,THE AUSCHWITZ ESCAPE,THE AUSCHWITZ ESCAPE,True,male,468
901,Debbie Macomber,11349.0,3.99,33133980.0,7402.0,ANY DREAM WILL DO,ANY DREAM WILL DO,True,female,None
902,T.C. Clover,14824926.0,3.14,28425659.0,43.0,SHOTS FIRED,SHOTS FIRED,True,,
903,David Weber,10517.0,4.14,18143937.0,2102.0,CAULDRON OF GHOSTS,CAULDRON OF GHOSTS,True,male,
904,Craig Johnson,63607.0,4.22,23281918.0,6775.0,DRY BONES,DRY BONES,True,male,
905,Clive Cussler,18411.0,4.01,29429954.0,4691.0,ODESSA SEA,ODESSA SEA,True,male,
906,Marissa Meyer,4684322.0,4.17,29772863.0,14772.0,WIRED,WIRED,True,female,238
907,Dorothea Benton Frank,36935.0,3.76,5082616.0,5933.0,RETURN TO SULLIVANS ISLAND,RETURN TO SULLIVANS ISLAND,True,female,
908,David Ebershoff,49229.0,3.63,2586771.0,53068.0,THE 19TH WIFE,THE 19TH WIFE,True,male,514
909,Alexander McCall Smith,4738.0,3.86,18166859.0,3284.0,THE NOVEL HABITS OF HAPPINESS,THE NOVEL HABITS OF HAPPINESS,True,male,
910,Susan Wiggs,21155.0,3.93,3134684.0,11256.0,JUST BREATHE,JUST BREATHE,True,female,
911,James Lee Burke,7031.0,4.21,7200466.0,9199.0,THE GLASS RAINBOW,THE GLASS RAINBOW,True,male,
912,Diane Mott Davidson,9556.0,3.71,3435815.0,6784.0,FATALLY FLAKY,FATALLY FLAKY,True,female,11
913,Lincoln Child,11091.0,3.67,32336166.0,5587.0,FULL WOLF MOON,FULL WOLF MOON,True,,
914,Sandra Dallas,74078.0,3.84,4618898.0,15855.0,PRAYERS FOR SALE,PRAYERS FOR SALE,True,,
915,Janelle Brown,970639.0,3.72,32740062.0,13075.0,WATCH ME DISAPPEAR,WATCH ME DISAPPEAR,True,female,358
916,Harry Brandt,8436083.0,3.62,22895696.0,8682.0,THE WHITES,THE WHITES,True,male,333
917,Ken Follett,3447.0,4.22,33571713.0,46038.0,A COLUMN OF FIRE,A COLUMN OF FIRE,True,None,
918,Mary Higgins Clark,99044.0,3.47,24613096.0,2484.0,DEATH WEARS A BEAUTY MASK AND OTHER STORIES,DEATH WEARS A BEAUTY MASK AND OTHER STORIES,True,female,
919,Joanne Fluke,18819.0,3.5,30346650.0,4426.0,BANANA CREAM PIE MURDER,BANANA CREAM PIE MURDER,True,female,355
920,Lisa Scottoline,20258.0,3.57,12037026.0,15818.0,COME HOME,COME HOME,True,female,371
921,C.L. Taylor,7078175.0,3.78,16199630.0,10177.0,THE ACCIDENT,THE ACCIDENT,True,female,404
922,Brad Taylor,1279042.0,4.17,23398849.0,3053.0,THE INSIDER THREAT,THE INSIDER THREAT,True,male,416
923,Mark Tufo,2990843.0,4.04,8167001.0,9844.0,FALLOUT,FALLOUT,True,male,404
924,David Baldacci,9291.0,4.01,2260637.0,25958.0,THE WHOLE TRUTH,THE WHOLE TRUTH,True,male,
925,John Carreyrou,17575761.0,4.48,37976541.0,43422.0,BAD BLOOD,BAD BLOOD,True,male,299
926,Janet Evanovich,2384.0,3.82,19004663.0,45789.0,TOP SECRET,TOP SECRET,True,female,305
927,Gillian Flynn,2383.0,3.55,26025580.0,74150.0,THE GROWNUP,THE GROWNUP,True,female,
928,Brad Thor,5088.0,4.18,32620362.0,7501.0,USE OF FORCE,USE OF FORCE,True,male,
929,Carlos Ruiz Zafón,815.0,3.89,5196764.0,90733.0,THE ANGEL'S GAME,THE ANGEL'S GAME,True,male,
930,Danielle Steel,14255.0,3.52,7089888.0,10898.0,BIG GIRL,BIG GIRL,True,female,
931,R.S. Grey,7324934.0,4.12,42439949.0,8150.0,HOTSHOT,HOTSHOT,True,,
932,James Rollins,38809.0,4.18,22693168.0,3886.0,WAR HAWK,WAR HAWK,True,male,
933,Upton Sinclair,23510.0,3.73,41681.0,118589.0,THE JUNGLE,THE JUNGLE,True,male,335
934,Clive Cussler,18411.0,3.97,8219033.0,9334.0,CRESCENT DAWN,CRESCENT DAWN,True,male,
935,Lisa Jackson,13757.0,3.88,7109143.0,6364.0,WITHOUT MERCY,WITHOUT MERCY,True,female,424
936,Laurie R. King,6760.0,4.05,22318363.0,6777.0,DREAMING SPIES,DREAMING SPIES,True,female,331
937,Rachel Cohn,13139.0,3.5,26258306.0,4995.0,TWELVE DAYS,TWELVE DAYS,True,,
939,Tim Dorsey,27017.0,3.92,18072897.0,1525.0,TIGER SHRIMP TANGO,TIGER SHRIMP TANGO,True,male,306
940,Jill Mansell,23625.0,4.0,8421219.0,10790.0,TO THE MOON AND BACK,TO THE MOON AND BACK,True,,
941,Richard Russo,7844.0,3.31,6303733.0,15363.0,THAT OLD CAPE MAGIC,THAT OLD CAPE MAGIC,True,male,
942,Mary Higgins Clark,99044.0,3.79,8682579.0,12992.0,I'LL WALK ALONE,I'LL WALK ALONE,True,female,
943,Charlaine Harris,17061.0,3.67,10407279.0,87429.0,DEADLOCKED,DEADLOCKED,True,None,327
944,Richard Castle,1953433.0,3.97,20454547.0,5611.0,RAGING HEAT,RAGING HEAT,True,male,
945,Patricia Cornwell,1025097.0,3.61,24903919.0,14483.0,DEPRAVED HEART,DEPRAVED HEART,True,female,466
946,Robert Jordan,6252.0,4.43,8253920.0,110071.0,TOWERS OF MIDNIGHT,TOWERS OF MIDNIGHT,True,male,
947,Celeste Ng,164692.0,3.84,18693763.0,218974.0,EVERYTHING I NEVER TOLD YOU,EVERYTHING I NEVER TOLD YOU,True,female,292
948,Isaac Asimov,16667.0,4.15,29579.0,349540.0,FOUNDATION,FOUNDATION,True,male,244
949,Anna Quindlen,3500.0,3.36,36525343.0,9219.0,ALTERNATE SIDE,ALTERNATE SIDE,True,female,
950,Ilona Andrews,21748.0,4.1,10711412.0,4001.0,SWINE NOT,SWINE NOT,True,female,
951,Jennifer Egan,49625.0,3.64,34467031.0,53829.0,MANHATTAN BEACH,MANHATTAN BEACH,True,female,
952,Clive Cussler,18411.0,4.25,26815417.0,5369.0,THE EMPEROR'S REVENGE,THE EMPEROR'S REVENGE,True,male,
953,Jack Higgins,19706.0,3.82,18079632.0,1594.0,THE DEATH TRADE,THE DEATH TRADE,True,male,319
954,Laurie R. King,6760.0,3.92,13330537.0,7276.0,GARMENT OF SHADOWS,GARMENT OF SHADOWS,True,female,266
955,S.M. Stirling,14002.0,3.92,8848270.0,3254.0,THE HIGH KING OF MONTIVAL,THE HIGH KING OF MONTIVAL,True,male,
956,Robert B. Parker,397.0,3.97,7625566.0,8351.0,PAINTED LADIES,PAINTED LADIES,True,male,5
957,J.A. Jance,3453636.0,3.91,15803484.0,3405.0,DEADLY STAKES,DEADLY STAKES,True,female,None
958,Maggie Stiefvater,1330292.0,3.77,6068551.0,397917.0,THE WOLVES,THE WOLVES,True,female,390
959,Janet Evanovich,2384.0,3.68,28524313.0,16947.0,CURIOUS MINDS,CURIOUS MINDS,True,female,322
960,Cassandra Clare,150038.0,4.33,7171637.0,579396.0,CLOCKWORK ANGELS,CLOCKWORK ANGELS,True,female,481
961,Paul S. Kemp,32912.0,3.77,22012290.0,10162.0,STAR WARS: LORDS OF THE SITH,STAR WARS: LORDS OF THE SITH,True,male,285
962,Jo Nesbø,904719.0,4.23,18142329.0,27476.0,POLICE,POLICE,True,male,436
963,Iris Johansen,32498.0,3.99,6717377.0,6717.0,EIGHT DAYS TO LIVE,EIGHT DAYS TO LIVE,True,None,
964,James Rollins,38809.0,4.13,18090019.0,7112.0,THE KILL SWITCH,THE KILL SWITCH,True,male,388
965,Homer,903.0,3.75,1381.0,782931.0,HOMER,HOMER,True,male,541
966,Ian McEwan,2408.0,3.7,21965107.0,54169.0,THE CHILDREN ACT,THE CHILDREN ACT,True,male,
967,Mary Oliver,23988.0,4.19,13588404.0,9609.0,A THOUSAND MORNINGS,A THOUSAND MORNINGS,True,female,82
968,John Stuart Mill,57651.0,3.95,385228.0,24867.0,LIBERTY,LIBERTY,True,male,187
969,Mary Kay Andrews,21387.0,3.82,16045078.0,16047.0,LADIES' NIGHT,LADIES' NIGHT,True,None,
970,Faye Kellerman,48913.0,3.87,5458573.0,5063.0,BLINDMAN'S BLUFF,BLINDMAN'S BLUFF,True,,
971,Janet Evanovich,2384.0,3.78,12275680.0,30247.0,WICKED BUSINESS,WICKED BUSINESS,True,female,299
972,James Frey,822.0,3.81,2179832.0,12555.0,BRIGHT SHINY MORNING,BRIGHT SHINY MORNING,True,,
973,David Weber,10517.0,4.04,15802917.0,4338.0,SHADOW OF FREEDOM,SHADOW OF FREEDOM,True,male,448
974,Jane Smiley,1339.0,3.61,20587777.0,17083.0,SOME LUCK,SOME LUCK,True,female,
975,Clive Cussler,18411.0,3.97,17707549.0,5379.0,THE MAYAN SECRETS,THE MAYAN SECRETS,True,male,
976,Charlaine Harris,17061.0,3.89,7091488.0,143898.0,DEAD IN THE FAMILY,DEAD IN THE FAMILY,True,None,311
977,Peter V. Brett,1405152.0,4.14,13630171.0,26898.0,THE SKULL THRONE,THE SKULL THRONE,True,male,681
978,Tatiana de Rosnay,305400.0,3.09,12122542.0,10680.0,THE HOUSE I LOVED,THE HOUSE I LOVED,True,female,222
979,Edith Wharton,16.0,3.94,53835.0,126470.0,INNOCENCE,INNOCENCE,True,,
980,Laurie R. King,6760.0,4.15,25177005.0,6539.0,THE MURDER OF MARY RUSSELL,THE MURDER OF MARY RUSSELL,True,female,None
981,James Ellroy,2887.0,3.62,20262505.0,3339.0,PERFIDIA,PERFIDIA,True,,
982,Jeff Lindsay,10482.0,3.73,2999282.0,20418.0,DEXTER BY DESIGN,DEXTER BY DESIGN,True,None,304
983,Joanne Fluke,18819.0,3.82,6367212.0,8833.0,PLUM PUDDING MURDER,PLUM PUDDING MURDER,True,female,
984,Mark Cotta Vaz,61939.0,4.23,3609760.0,289882.0,THE COMPANIONS,THE COMPANIONS,True,,
985,Marisha Pessl,2362.0,3.78,18770398.0,64548.0,NIGHT FILM,NIGHT FILM,True,,
986,Kailin Gow,78111.0,3.67,22007267.0,97.0,BARELY LEGAL,BARELY LEGAL,True,,
987,Terry Brooks,9629.0,3.92,18077816.0,4150.0,THE HIGH DRUID'S BLADE,THE HIGH DRUID'S BLADE,True,male,
988,Amy Bloom,115220.0,3.22,18316089.0,15372.0,LUCKY US,LUCKY US,True,female,256
989,Michael Connelly,12470.0,4.34,29154543.0,45205.0,THE WRONG SIDE OF GOODBYE,THE WRONG SIDE OF GOODBYE,True,male,388
990,J.D. Robb,17065.0,4.44,8315872.0,22126.0,TREACHERY IN DEATH,TREACHERY IN DEATH,True,None,375
991,Thomas Keneally,6900.0,3.64,17164599.0,3767.0,THE DAUGHTERS OF MARS,THE DAUGHTERS OF MARS,True,,
992,Liane Moriarty,322069.0,3.7,23751850.0,79516.0,THE HYPNOTIST,THE HYPNOTIST,True,None,466
993,David Weber,10517.0,4.11,13118201.0,4523.0,MIDST TOIL AND TRIBULATION,MIDST TOIL AND TRIBULATION,True,male,608
994,James Patterson,3780.0,3.88,28352410.0,10507.0,BULLSEYE,BULLSEYE,True,male,
995,Toni Morrison,3534.0,3.71,23602473.0,18651.0,GOD HELP THE CHILD,GOD HELP THE CHILD,True,female,178
996,Douglas Preston,12577.0,4.04,14889780.0,17803.0,TWO GRAVES,TWO GRAVES,True,male,484
997,Anita Diamant,626222.0,3.8,22450859.0,69285.0,THE BOSTON GIRL,THE BOSTON GIRL,True,female,
998,Diana Gabaldon,3617.0,4.52,11710373.0,77854.0,WRITTEN IN MY OWN HEART'S BLOOD,WRITTEN IN MY OWN HEART'S BLOOD,True,female,
999,James Patterson,3780.0,3.84,28664911.0,11501.0,WOMAN OF GOD,WOMAN OF GOD,True,male,362
1000,J.A. Jance,3453636.0,4.16,16248144.0,6036.0,SECOND WATCH,SECOND WATCH,True,female,340
1001,William Gibson,9226.0,3.94,7745031.0,12762.0,ZERO HISTORY,ZERO HISTORY,True,male,404
1002,Charlaine Harris,17061.0,4.01,2233407.0,167366.0,FROM DEAD TO WORSE,FROM DEAD TO WORSE,True,None,359
1003,Joseph O'Neill,389474.0,3.41,2615008.0,16516.0,NETHERLAND,NETHERLAND,True,male,269
1004,J.A. Jance,3453636.0,4.17,27776494.0,4801.0,DOWNFALL,DOWNFALL,True,female,496
1005,Lisa Kleypas,27847.0,4.16,4066312.0,33185.0,SMOOTH TALKING STRANGER,SMOOTH TALKING STRANGER,True,female,340
1006,Kyle Mills,76671.0,4.3,29493393.0,11674.0,VINCE FLYNN: ORDER TO KILL,VINCE FLYNN: ORDER TO KILL,True,male,None
1007,Carolyn Jessop,427437.0,3.97,818811.0,32970.0,THE ESCAPE,THE ESCAPE,True,female,413
1008,Donna Leon,16290.0,3.88,12862985.0,4526.0,BEASTLY THINGS,BEASTLY THINGS,True,female,296
1009,Jacqueline Winspear,5023.0,4.02,15819025.0,13714.0,LEAVING EVERYTHING MOST LOVED,LEAVING EVERYTHING MOST LOVED,True,None,336
1010,Joseph Fink,2559520.0,3.84,23129410.0,27507.0,WELCOME TO NIGHT VALE,WELCOME TO NIGHT VALE,True,male,401
1011,Lois Lowry,2493.0,3.98,13324841.0,70575.0,THE SON,THE SON,True,female,393
1012,Stephen White,20950.0,3.68,17415169.0,1626.0,COMPOUND FRACTURES,COMPOUND FRACTURES,True,male,436
1013,Jennifer Chiaverini,11630.0,3.4,18079837.0,2674.0,MRS. LINCOLN'S RIVAL,MRS. LINCOLN'S RIVAL,True,female,432
1014,Daniel Silva,29085.0,4.3,5739373.0,24665.0,THE DEFECTOR,THE DEFECTOR,True,None,480
1015,Janet Evanovich,2384.0,3.95,11732634.0,69499.0,SMOKIN' SEVENTEEN,SMOKIN' SEVENTEEN,True,female,324
1016,Randy Wayne White,27932.0,3.5,22571617.0,1796.0,CUBA STRAITS,CUBA STRAITS,True,male,314
1017,Debbie Macomber,11349.0,3.73,6422470.0,6881.0,THE PERFECT CHRISTMAS,THE PERFECT CHRISTMAS,True,female,232
1018,James Patterson,3780.0,3.84,28664911.0,11501.0,WOMAN OF GOD,WOMAN OF GOD,True,male,362
1019,Brad Meltzer,14610.0,3.75,22501099.0,7195.0,THE PRESIDENT'S SHADOW,THE PRESIDENT'S SHADOW,True,male,401
1020,Gregory Maguire,7025.0,2.79,24331115.0,9053.0,AFTER ALICE,AFTER ALICE,True,male,273
1021,James Patterson,3780.0,3.84,7510.0,75581.0,THE BEACH HOUSE,THE BEACH HOUSE,True,male,356
1022,Nick Hornby,2929.0,3.37,22749994.0,24649.0,FUNNY GIRL,FUNNY GIRL,True,male,452
1023,Jon Baird,1530227.0,3.31,25363511.0,1088.0,THE EXPLORERS GUILD,THE EXPLORERS GUILD,True,None,770
1024,Iris Johansen,32498.0,3.98,17934442.0,2904.0,LIVE TO SEE TOMORROW,LIVE TO SEE TOMORROW,True,None,368
1025,Clive Cussler,18411.0,4.2,23281922.0,5326.0,PIRANHA,PIRANHA,True,male,421
1026,Reed Farrel Coleman,138518.0,4.02,29093235.0,2772.0,ROBERT B PARKER'S DEBT TO PAY,ROBERT B PARKER'S DEBT TO PAY,True,male,352
